motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID	name_IG
M05449_2.00	AC0637	POU2F2_eDBD_Methyl-HT-SELEX_1	POU2F2	"Homeodomain,POU"	SELEX	28473536	POU
M05455_2.00	AC0637	POU1F1_eDBD_HT-SELEX_3	POU1F1	"Homeodomain,POU"	SELEX	28473536	POU
M05458_2.00	AC0637	POU1F1_eDBD_Methyl-HT-SELEX_3	POU1F1	"Homeodomain,POU"	SELEX	28473536	POU
M05468_2.00	AC0637	POU2F3_eDBD_Methyl-HT-SELEX_1	POU2F3	"Homeodomain,POU"	SELEX	28473536	POU
M05476_2.00	AC0637	POU3F2_eDBD_HT-SELEX_4	POU3F2	"Homeodomain,POU"	SELEX	28473536	POU
M05481_2.00	AC0637	POU3F2_eDBD_Methyl-HT-SELEX_4	POU3F2	"Homeodomain,POU"	SELEX	28473536	POU
M05486_2.00	AC0637	POU3F1_eDBD_HT-SELEX_4	POU3F1	"Homeodomain,POU"	SELEX	28473536	POU
M05490_2.00	AC0637	POU3F1_eDBD_Methyl-HT-SELEX_4	POU3F1	"Homeodomain,POU"	SELEX	28473536	POU
M05496_2.00	AC0637	POU3F4_eDBD_HT-SELEX_5	POU3F4	"Homeodomain,POU"	SELEX	28473536	POU
M05500_2.00	AC0637	POU3F4_eDBD_Methyl-HT-SELEX_4	POU3F4	"Homeodomain,POU"	SELEX	28473536	POU
M05501_2.00	AC0637	POU5F1_FL_HT-SELEX	POU5F1	"Homeodomain,POU"	SELEX	28473536	POU
M05503_2.00	AC0637	POU5F1_FL_Methyl-HT-SELEX_2	POU5F1	"Homeodomain,POU"	SELEX	28473536	POU
M05875_2.00	AC0637	4-Oct	POU5F1	"Homeodomain,POU"	SMiLE-seq	28092692	POU
M07972_2.00	AC0637	GM12878_OCT2_HudsonAlpha	POU2F2	"Homeodomain,POU"	ChIP-seq	22955619	POU
M07973_2.00	AC0637	GM12878_POU2F2_HudsonAlpha	POU2F2	"Homeodomain,POU"	ChIP-seq	22955619	POU
M07974_2.00	AC0637	GM12891_OCT2_HudsonAlpha	POU2F2	"Homeodomain,POU"	ChIP-seq	22955619	POU
M07975_2.00	AC0637	GM12891_POU2F2_HudsonAlpha	POU2F2	"Homeodomain,POU"	ChIP-seq	22955619	POU
M08140_2.00	AC0637	MA0507.1	POU2F2	"Homeodomain,POU"	ChIP-seq	24194598	POU
M08141_2.00	AC0637	MA1115.1	POU5F1	"Homeodomain,POU"	ChIP-seq	24194598	POU
M08231_2.00	AC0637	Mv129	TBP	TBP	ChIP-seq	22080565	POU
M09218_2.00	AC0637	PO2F2_HUMAN.H11MO.0.A	POU2F2	"Homeodomain,POU"	Misc	23175603	POU
M10826_2.00	AC0637	V$OCT1_01	POU2F1	"Homeodomain,POU"	Transfac	16381825	POU
M10829_2.00	AC0637	V$OCT1_04	POU2F1	"Homeodomain,POU"	Transfac	16381825	POU
M10830_2.00	AC0637	V$OCT1_05	POU2F1	"Homeodomain,POU"	Transfac	16381825	POU
M10832_2.00	AC0637	V$OCT1_07	POU2F1	"Homeodomain,POU"	Transfac	16381825	POU
M10835_2.00	AC0637	V$OCT1_Q6	POU2F1	"Homeodomain,POU"	Transfac	16381825	POU
M10845_2.00	AC0637	V$POU3F2_02	POU3F2	"Homeodomain,POU"	Transfac	16381825	POU
MA0507.2	AC0637	MA0507.2	POU2F2	['Homeo domain factors']	Uknown	11937630	POU
MA0627.2	AC0637	MA0627.2	POU2F3	['Homeo domain factors']	Uknown	28473536	POU
MA0784.1	AC0637	MA0784.1	POU1F1	['Homeo domain factors']	Uknown	2350782	POU
MA0784.2	AC0637	MA0784.2	POU1F1	['Homeo domain factors']	Uknown	2350782	POU
MA0785.1	AC0637	MA0785.1	POU2F1	['Homeo domain factors']	Uknown	1361172	POU
MA0786.1	AC0637	MA0786.1	POU3F1	['Homeo domain factors']	Uknown	1361172	POU
MA0787.1	AC0637	MA0787.1	POU3F2	['Homeo domain factors']	Uknown	9852081	POU
MA0788.1	AC0637	MA0788.1	POU3F3	['Homeo domain factors']	Uknown	9852081	POU
MA0789.1	AC0637	MA0789.1	POU3F4	['Homeo domain factors']	Uknown	2350782	POU
MA0792.1	AC0637	MA0792.1	POU5F1B	['Homeo domain factors']	Uknown	2350782	POU
M05467_2.00	AC0638	POU2F3_eDBD_HT-SELEX	POU2F3	"Homeodomain,POU"	SELEX	28473536	POU2F3
MA1508.1	AC0639	MA1508.1	IKZF1	['C2H2 zinc finger factors']	Uknown	27664237	ETV/ELF/FOXO
MA1936.1	AC0639	MA1936.1	ERF::FOXO1	"['Tryptophan cluster factors', 'Fork head/winged helix factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1942.1	AC0639	MA1942.1	ETV2::FOXI1	"['Tryptophan cluster factors', 'Fork head/winged helix factors']"	Uknown	19070576	ETV/ELF/FOXO
MA1946.1	AC0639	MA1946.1	ETV5::FOXI1	"['Tryptophan cluster factors', 'Fork head/winged helix factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1947.1	AC0639	MA1947.1	ETV5::FOXO1	"['Tryptophan cluster factors', 'Fork head/winged helix factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1950.1	AC0639	MA1950.1	FLI1::FOXI1	"['Tryptophan cluster factors', 'Fork head/winged helix factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1953.1	AC0639	MA1953.1	FOXO1::ELF1	"['Fork head/winged helix factors', 'Tryptophan cluster factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1954.1	AC0639	MA1954.1	FOXO1::ELK1	"['Fork head/winged helix factors', 'Tryptophan cluster factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1955.1	AC0639	MA1955.1	FOXO1::ELK3	"['Fork head/winged helix factors', 'Tryptophan cluster factors']"	Uknown	31913281	ETV/ELF/FOXO
MA1956.1	AC0639	MA1956.1	FOXO1::FLI1	"['Fork head/winged helix factors', 'Tryptophan cluster factors']"	Uknown	31913281	ETV/ELF/FOXO
M02645_2.00	AC0640	cETS1	ETS1	Ets	SELEX	16413481	ETS/ELF/ELK
M02733_2.00	AC0640	EHF_full_length_monomer	EHF	Ets	SELEX	20378718	ETS/ELF/ELK
M02735_2.00	AC0640	ERG_monomer	ERG	Ets	SELEX	20378718	ETS/ELF/ELK
M02964_2.00	AC0640	ETV1_1	ETV1	Ets	SELEX	23332764	ETS/ELF/ELK
M02966_2.00	AC0640	ELF4_1	ELF4	Ets	SELEX	23332764	ETS/ELF/ELK
M02967_2.00	AC0640	ETV2_1	ETV2	Ets	SELEX	23332764	ETS/ELF/ELK
M02968_2.00	AC0640	ERF_1	ERF	Ets	SELEX	23332764	ETS/ELF/ELK
M02969_2.00	AC0640	ELK3_1	ELK3	Ets	SELEX	23332764	ETS/ELF/ELK
M02970_2.00	AC0640	ETV3_1	ETV3	Ets	SELEX	23332764	ETS/ELF/ELK
M02971_2.00	AC0640	ELF1_1	ELF1	Ets	SELEX	23332764	ETS/ELF/ELK
M02972_2.00	AC0640	ELF1_2	ELF1	Ets	SELEX	23332764	ETS/ELF/ELK
M02973_2.00	AC0640	SPDEF_1	SPDEF	Ets	SELEX	23332764	ETS/ELF/ELK
M02976_2.00	AC0640	SPDEF_4	SPDEF	Ets	SELEX	23332764	ETS/ELF/ELK
M02979_2.00	AC0640	ELK1_1	ELK1	Ets	SELEX	23332764	ETS/ELF/ELK
M02980_2.00	AC0640	ELK1_2	ELK1	Ets	SELEX	23332764	ETS/ELF/ELK
M02981_2.00	AC0640	ELK1_3	ELK1	Ets	SELEX	23332764	ETS/ELF/ELK
M02982_2.00	AC0640	ELK1_4	ELK1	Ets	SELEX	23332764	ETS/ELF/ELK
M02983_2.00	AC0640	ETS1_1	ETS1	Ets	SELEX	23332764	ETS/ELF/ELK
M02985_2.00	AC0640	ETS1_3	ETS1	Ets	SELEX	23332764	ETS/ELF/ELK
M02987_2.00	AC0640	EHF_1	EHF	Ets	SELEX	23332764	ETS/ELF/ELK
M02988_2.00	AC0640	ELF5_1	ELF5	Ets	SELEX	23332764	ETS/ELF/ELK
M02989_2.00	AC0640	ELF5_2	ELF5	Ets	SELEX	23332764	ETS/ELF/ELK
M02990_2.00	AC0640	ETV6_1	ETV6	Ets	SELEX	23332764	ETS/ELF/ELK
M02991_2.00	AC0640	ETV6_2	ETV6	Ets	SELEX	23332764	ETS/ELF/ELK
M02992_2.00	AC0640	FLI1_1	FLI1	Ets	SELEX	23332764	ETS/ELF/ELK
M02994_2.00	AC0640	FLI1_3	FLI1	Ets	SELEX	23332764	ETS/ELF/ELK
M02996_2.00	AC0640	GABPA_1	GABPA	Ets	SELEX	23332764	ETS/ELF/ELK
M02997_2.00	AC0640	ERG_1	ERG	Ets	SELEX	23332764	ETS/ELF/ELK
M02999_2.00	AC0640	ERG_3	ERG	Ets	SELEX	23332764	ETS/ELF/ELK
M03001_2.00	AC0640	ELK4_1	ELK4	Ets	SELEX	23332764	ETS/ELF/ELK
M03002_2.00	AC0640	ELF3_1	ELF3	Ets	SELEX	23332764	ETS/ELF/ELK
M03003_2.00	AC0640	ELF3_2	ELF3	Ets	SELEX	23332764	ETS/ELF/ELK
M03004_2.00	AC0640	FEV_1	FEV	Ets	SELEX	23332764	ETS/ELF/ELK
M03006_2.00	AC0640	ETV4_1	ETV4	Ets	SELEX	23332764	ETS/ELF/ELK
M03007_2.00	AC0640	ETV5_1	ETV5	Ets	SELEX	23332764	ETS/ELF/ELK
M04708_2.00	AC0640	ETV1_eDBD_HT-SELEX	ETV1	Ets	SELEX	28473536	ETS/ELF/ELK
M04709_2.00	AC0640	ETV1_eDBD_Methyl-HT-SELEX	ETV1	Ets	SELEX	28473536	ETS/ELF/ELK
M04710_2.00	AC0640	ETV1_FL_HT-SELEX	ETV1	Ets	SELEX	28473536	ETS/ELF/ELK
M04711_2.00	AC0640	ETV1_FL_Methyl-HT-SELEX	ETV1	Ets	SELEX	28473536	ETS/ELF/ELK
M04716_2.00	AC0640	ELF4_eDBD_HT-SELEX_1	ELF4	Ets	SELEX	28473536	ETS/ELF/ELK
M04717_2.00	AC0640	ELF4_eDBD_HT-SELEX_2	ELF4	Ets	SELEX	28473536	ETS/ELF/ELK
M04718_2.00	AC0640	ELF4_eDBD_Methyl-HT-SELEX_1	ELF4	Ets	SELEX	28473536	ETS/ELF/ELK
M04719_2.00	AC0640	ELF4_eDBD_Methyl-HT-SELEX_2	ELF4	Ets	SELEX	28473536	ETS/ELF/ELK
M04720_2.00	AC0640	ETV2_eDBD_HT-SELEX	ETV2	Ets	SELEX	28473536	ETS/ELF/ELK
M04721_2.00	AC0640	ETV2_eDBD_Methyl-HT-SELEX	ETV2	Ets	SELEX	28473536	ETS/ELF/ELK
M04722_2.00	AC0640	ELF2_eDBD_HT-SELEX_1	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04723_2.00	AC0640	ELF2_eDBD_HT-SELEX_2	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04724_2.00	AC0640	ELF2_eDBD_Methyl-HT-SELEX_1	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04725_2.00	AC0640	ELF2_eDBD_Methyl-HT-SELEX_2	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04726_2.00	AC0640	ELF2_FL_HT-SELEX_1	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04727_2.00	AC0640	ELF2_FL_HT-SELEX_2	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04728_2.00	AC0640	ELF2_FL_Methyl-HT-SELEX_1	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04729_2.00	AC0640	ELF2_FL_Methyl-HT-SELEX_2	ELF2	Ets	SELEX	28473536	ETS/ELF/ELK
M04730_2.00	AC0640	ELK3_eDBD_HT-SELEX_1	ELK3	Ets	SELEX	28473536	ETS/ELF/ELK
M04732_2.00	AC0640	ELK3_eDBD_Methyl-HT-SELEX	ELK3	Ets	SELEX	28473536	ETS/ELF/ELK
M04733_2.00	AC0640	ELK3_FL_HT-SELEX_1	ELK3	Ets	SELEX	28473536	ETS/ELF/ELK
M04735_2.00	AC0640	ELK3_FL_Methyl-HT-SELEX	ELK3	Ets	SELEX	28473536	ETS/ELF/ELK
M04737_2.00	AC0640	ETV3_eDBD_HT-SELEX_2	ETV3	Ets	SELEX	28473536	ETS/ELF/ELK
M04739_2.00	AC0640	ETV3_eDBD_Methyl-HT-SELEX_2	ETV3	Ets	SELEX	28473536	ETS/ELF/ELK
M04740_2.00	AC0640	ELF1_eDBD_HT-SELEX_1	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04741_2.00	AC0640	ELF1_eDBD_HT-SELEX_2	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04742_2.00	AC0640	ELF1_eDBD_Methyl-HT-SELEX_1	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04743_2.00	AC0640	ELF1_eDBD_Methyl-HT-SELEX_2	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04744_2.00	AC0640	ELF1_FL_HT-SELEX_1	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04745_2.00	AC0640	ELF1_FL_HT-SELEX_2	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04746_2.00	AC0640	ELF1_FL_Methyl-HT-SELEX_1	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04747_2.00	AC0640	ELF1_FL_Methyl-HT-SELEX_2	ELF1	Ets	SELEX	28473536	ETS/ELF/ELK
M04748_2.00	AC0640	SPDEF_eDBD_HT-SELEX	SPDEF	Ets	SELEX	28473536	ETS/ELF/ELK
M04749_2.00	AC0640	SPDEF_eDBD_Methyl-HT-SELEX	SPDEF	Ets	SELEX	28473536	ETS/ELF/ELK
M04750_2.00	AC0640	SPDEF_FL_HT-SELEX	SPDEF	Ets	SELEX	28473536	ETS/ELF/ELK
M04751_2.00	AC0640	SPDEF_FL_Methyl-HT-SELEX	SPDEF	Ets	SELEX	28473536	ETS/ELF/ELK
M04752_2.00	AC0640	ELK1_eDBD_HT-SELEX	ELK1	Ets	SELEX	28473536	ETS/ELF/ELK
M04753_2.00	AC0640	ELK1_eDBD_Methyl-HT-SELEX	ELK1	Ets	SELEX	28473536	ETS/ELF/ELK
M04754_2.00	AC0640	ELK1_FL_HT-SELEX	ELK1	Ets	SELEX	28473536	ETS/ELF/ELK
M04755_2.00	AC0640	ELK1_FL_Methyl-HT-SELEX	ELK1	Ets	SELEX	28473536	ETS/ELF/ELK
M04756_2.00	AC0640	ELF5_eDBD_HT-SELEX	ELF5	Ets	SELEX	28473536	ETS/ELF/ELK
M04757_2.00	AC0640	ELF5_eDBD_Methyl-HT-SELEX	ELF5	Ets	SELEX	28473536	ETS/ELF/ELK
M04758_2.00	AC0640	ELF5_FL_HT-SELEX	ELF5	Ets	SELEX	28473536	ETS/ELF/ELK
M04759_2.00	AC0640	ELF5_FL_Methyl-HT-SELEX	ELF5	Ets	SELEX	28473536	ETS/ELF/ELK
M04760_2.00	AC0640	FLI1_eDBD_HT-SELEX_1	FLI1	Ets	SELEX	28473536	ETS/ELF/ELK
M04763_2.00	AC0640	FLI1_eDBD_Methyl-HT-SELEX_2	FLI1	Ets	SELEX	28473536	ETS/ELF/ELK
M04764_2.00	AC0640	FLI1_FL_HT-SELEX_1	FLI1	Ets	SELEX	28473536	ETS/ELF/ELK
M04767_2.00	AC0640	FLI1_FL_Methyl-HT-SELEX_2	FLI1	Ets	SELEX	28473536	ETS/ELF/ELK
M04768_2.00	AC0640	GABPA_eDBD_HT-SELEX	GABPA	Ets	SELEX	28473536	ETS/ELF/ELK
M04769_2.00	AC0640	GABPA_eDBD_Methyl-HT-SELEX	GABPA	Ets	SELEX	28473536	ETS/ELF/ELK
M04770_2.00	AC0640	ERG_eDBD_HT-SELEX_1	ERG	Ets	SELEX	28473536	ETS/ELF/ELK
M04772_2.00	AC0640	ERG_eDBD_Methyl-HT-SELEX_1	ERG	Ets	SELEX	28473536	ETS/ELF/ELK
M04774_2.00	AC0640	ERG_FL_HT-SELEX_1	ERG	Ets	SELEX	28473536	ETS/ELF/ELK
M04777_2.00	AC0640	ERG_FL_Methyl-HT-SELEX_2	ERG	Ets	SELEX	28473536	ETS/ELF/ELK
M04780_2.00	AC0640	ELK4_FL_HT-SELEX_1	ELK4	Ets	SELEX	28473536	ETS/ELF/ELK
M04782_2.00	AC0640	ELK4_FL_Methyl-HT-SELEX	ELK4	Ets	SELEX	28473536	ETS/ELF/ELK
M04786_2.00	AC0640	ELF3_eDBD_HT-SELEX_4	ELF3	Ets	SELEX	28473536	ETS/ELF/ELK
M04791_2.00	AC0640	FEV_eDBD_HT-SELEX	FEV	Ets	SELEX	28473536	ETS/ELF/ELK
M04792_2.00	AC0640	FEV_eDBD_Methyl-HT-SELEX	FEV	Ets	SELEX	28473536	ETS/ELF/ELK
M04793_2.00	AC0640	ETV4_eDBD_HT-SELEX	ETV4	Ets	SELEX	28473536	ETS/ELF/ELK
M04795_2.00	AC0640	ETV4_eDBD_Methyl-HT-SELEX_2	ETV4	Ets	SELEX	28473536	ETS/ELF/ELK
M04796_2.00	AC0640	ETV4_FL_HT-SELEX_1	ETV4	Ets	SELEX	28473536	ETS/ELF/ELK
M04799_2.00	AC0640	ETV4_FL_Methyl-HT-SELEX_2	ETV4	Ets	SELEX	28473536	ETS/ELF/ELK
M04800_2.00	AC0640	ETV5_eDBD_HT-SELEX	ETV5	Ets	SELEX	28473536	ETS/ELF/ELK
M04802_2.00	AC0640	ETV5_eDBD_Methyl-HT-SELEX_2	ETV5	Ets	SELEX	28473536	ETS/ELF/ELK
M05864_2.00	AC0640	FLI1	FLI1	Ets	SMiLE-seq	28092692	ETS/ELF/ELK
M05865_2.00	AC0640	GABPA	GABPA	Ets	SMiLE-seq	28092692	ETS/ELF/ELK
M07947_2.00	AC0640	GM12878_ELF1_HudsonAlpha	ELF1	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07948_2.00	AC0640	HepG2_ELF1_HudsonAlpha	ELF1	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07949_2.00	AC0640	K562_ELF1_HudsonAlpha	ELF1	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07952_2.00	AC0640	GM12878_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07953_2.00	AC0640	H1-hESC_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07954_2.00	AC0640	HeLa-S3_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07955_2.00	AC0640	HepG2_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07956_2.00	AC0640	K562_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07957_2.00	AC0640	HEK293b_ELK4_UCD	ELK4	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07958_2.00	AC0640	HeLa-S3_ELK4_UCD	ELK4	Ets	ChIP-seq	22955619	ETS/ELF/ELK
M07990_2.00	AC0640	HeLa-S3_TR4_UCD	NR2C2	Nuclear receptor	ChIP-seq	22955619	ETS/ELF/ELK
M07991_2.00	AC0640	HepG2b_TR4_UCD	NR2C2	Nuclear receptor	ChIP-seq	22955619	ETS/ELF/ELK
M07992_2.00	AC0640	K562b_TR4_UCD	NR2C2	Nuclear receptor	ChIP-seq	22955619	ETS/ELF/ELK
M08095_2.00	AC0640	MA0750.2	ZBTB7A	C2H2 ZF	ChIP-seq	24194598	ETS/ELF/ELK
M08112_2.00	AC0640	MA0076.2	ELK4	Ets	ChIP-seq	24194598	ETS/ELF/ELK
M08198_2.00	AC0640	Mv63	ELF1	Ets	ChIP-seq	22080565	ETS/ELF/ELK
M08221_2.00	AC0640	Mv97	NR2C2	Nuclear receptor	ChIP-seq	22080565	ETS/ELF/ELK
M08232_2.00	AC0640	ZNF200	ZNF200	C2H2 ZF	ChIP-seq	25690854	ETS/ELF/ELK
M08255_2.00	AC0640	ZNF519	ZNF519	C2H2 ZF	ChIP-seq	25690854	ETS/ELF/ELK
M08273_2.00	AC0640	P98182_2-5.RCADE	ZNF200	C2H2 ZF	ChIP-seq	27852650	ETS/ELF/ELK
M09046_2.00	AC0640	ETV1_HUMAN.H11MO.0.A	ETV1	Ets	Misc	23175603	ETS/ELF/ELK
M09048_2.00	AC0640	ETV2_HUMAN.H11MO.0.B	ETV2	Ets	Misc	23175603	ETS/ELF/ELK
M09049_2.00	AC0640	ELF2_HUMAN.H11MO.0.C	ELF2	Ets	Misc	23175603	ETS/ELF/ELK
M09050_2.00	AC0640	ELF1_HUMAN.H11MO.0.A	ELF1	Ets	Misc	23175603	ETS/ELF/ELK
M09051_2.00	AC0640	ELK1_HUMAN.H11MO.0.B	ELK1	Ets	Misc	23175603	ETS/ELF/ELK
M09052_2.00	AC0640	ETS1_HUMAN.H11MO.0.A	ETS1	Ets	Misc	23175603	ETS/ELF/ELK
M09053_2.00	AC0640	EHF_HUMAN.H11MO.0.B	EHF	Ets	Misc	23175603	ETS/ELF/ELK
M09054_2.00	AC0640	ELF5_HUMAN.H11MO.0.A	ELF5	Ets	Misc	23175603	ETS/ELF/ELK
M09056_2.00	AC0640	GABPA_HUMAN.H11MO.0.A	GABPA	Ets	Misc	23175603	ETS/ELF/ELK
M09057_2.00	AC0640	ERG_HUMAN.H11MO.0.A	ERG	Ets	Misc	23175603	ETS/ELF/ELK
M09059_2.00	AC0640	ELK4_HUMAN.H11MO.0.A	ELK4	Ets	Misc	23175603	ETS/ELF/ELK
M09060_2.00	AC0640	ELF3_HUMAN.H11MO.0.A	ELF3	Ets	Misc	23175603	ETS/ELF/ELK
M09528_2.00	AC0640	GIST48-ETV1_GSE22441	ETV1	Ets	Misc	20513432	ETS/ELF/ELK
M09529_2.00	AC0640	Jurkat-ELF1_SRA014231	ELF1	Ets	Misc	20513432	ETS/ELF/ELK
M09530_2.00	AC0640	VCaP-SPDEF_SRA014231	SPDEF	Ets	Misc	20513432	ETS/ELF/ELK
M09531_2.00	AC0640	Hela-Elk1_GSE31477	ELK1	Ets	Misc	20513432	ETS/ELF/ELK
M09532_2.00	AC0640	Jurkat-ETS1_GSE17954	ETS1	Ets	Misc	20513432	ETS/ELF/ELK
M09533_2.00	AC0640	LoVo-EHF_GSE49402	EHF	Ets	Misc	20513432	ETS/ELF/ELK
M09534_2.00	AC0640	T47D-ELF5_GSE30407	ELF5	Ets	Misc	20513432	ETS/ELF/ELK
M09535_2.00	AC0640	Jurkat-GABPa_GSE17954	GABPA	Ets	Misc	20513432	ETS/ELF/ELK
M09536_2.00	AC0640	VCaP-ERG_GSE14097	ERG	Ets	Misc	20513432	ETS/ELF/ELK
M09631_2.00	AC0640	Jurkat-RUNX1_GSE17954	RUNX1	Runt	Misc	20513432	ETS/ELF/ELK
M10488_2.00	AC0640	V$ELK1_02	ELK1	Ets	Transfac	16381825	ETS/ELF/ELK
M10493_2.00	AC0640	V$CETS1P54_01	ETS1	Ets	Transfac	16381825	ETS/ELF/ELK
M10494_2.00	AC0640	V$CETS1P54_02	ETS1	Ets	Transfac	16381825	ETS/ELF/ELK
MA0028.1	AC0640	MA0028.1	ELK1	['Tryptophan cluster factors']	Uknown	1425594	ETS/ELF/ELK
MA0028.2	AC0640	MA0028.2	ELK1	['Tryptophan cluster factors']	Uknown	1425594	ETS/ELF/ELK
MA0062.1	AC0640	MA0062.1	GABPA	['Tryptophan cluster factors']	Uknown	8383622	ETS/ELF/ELK
MA0062.3	AC0640	MA0062.3	GABPA	['Tryptophan cluster factors']	Uknown	9461436	ETS/ELF/ELK
MA0076.1	AC0640	MA0076.1	ELK4	['Tryptophan cluster factors']	Uknown	8524663	ETS/ELF/ELK
MA0080.2	AC0640	MA0080.2	SPI1	['Tryptophan cluster factors']	Uknown	17916232	ETS/ELF/ELK
MA0098.1	AC0640	MA0098.1	ETS1	['Tryptophan cluster factors']	Uknown	1542566	ETS/ELF/ELK
MA0098.3	AC0640	MA0098.3	ETS1	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0136.2	AC0640	MA0136.2	ELF5	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0156.1	AC0640	MA0156.1	FEV	['Tryptophan cluster factors']	Uknown	17916232	ETS/ELF/ELK
MA0156.2	AC0640	MA0156.2	FEV	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0156.3	AC0640	MA0156.3	FEV	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0473.1	AC0640	MA0473.1	ELF1	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0473.2	AC0640	MA0473.2	ELF1	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0473.3	AC0640	MA0473.3	ELF1	['Tryptophan cluster factors']	Uknown	8756667	ETS/ELF/ELK
MA0474.2	AC0640	MA0474.2	ERG	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0475.1	AC0640	MA0475.1	FLI1	['Tryptophan cluster factors']	Uknown	7517940	ETS/ELF/ELK
MA0475.2	AC0640	MA0475.2	FLI1	['Tryptophan cluster factors']	Uknown	7517940	ETS/ELF/ELK
MA0598.1	AC0640	MA0598.1	EHF	['Tryptophan cluster factors']	Uknown	20378718	ETS/ELF/ELK
MA0598.2	AC0640	MA0598.2	EHF	['Tryptophan cluster factors']	Uknown	11259407	ETS/ELF/ELK
MA0598.3	AC0640	MA0598.3	EHF	['Tryptophan cluster factors']	Uknown	11259407	ETS/ELF/ELK
MA0640.1	AC0640	MA0640.1	ELF3	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0640.2	AC0640	MA0640.2	ELF3	['Tryptophan cluster factors']	Uknown	9234700	ETS/ELF/ELK
MA0641.1	AC0640	MA0641.1	ELF4	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0645.1	AC0640	MA0645.1	ETV6	['Tryptophan cluster factors']	Uknown	20400516	ETS/ELF/ELK
MA0686.1	AC0640	MA0686.1	SPDEF	['Tryptophan cluster factors']	Uknown	23449978	ETS/ELF/ELK
MA0759.1	AC0640	MA0759.1	ELK3	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0759.2	AC0640	MA0759.2	ELK3	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0760.1	AC0640	MA0760.1	ERF	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0761.1	AC0640	MA0761.1	ETV1	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0761.2	AC0640	MA0761.2	ETV1	['Tryptophan cluster factors']	Uknown	25866208	ETS/ELF/ELK
MA0762.1	AC0640	MA0762.1	ETV2	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0763.1	AC0640	MA0763.1	ETV3	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0764.1	AC0640	MA0764.1	ETV4	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0764.2	AC0640	MA0764.2	ETV4	['Tryptophan cluster factors']	Uknown	25866208	ETS/ELF/ELK
MA0764.3	AC0640	MA0764.3	ETV4	['Tryptophan cluster factors']	Uknown	25866208	ETS/ELF/ELK
MA0765.1	AC0640	MA0765.1	ETV5	['Tryptophan cluster factors']	Uknown	20517297	ETS/ELF/ELK
MA0765.2	AC0640	MA0765.2	ETV5	['Tryptophan cluster factors']	Uknown	25866208	ETS/ELF/ELK
